13/04/2015 11:26:50
1	52.492188	149.125000	58172	
1	52.417969	149.250000	58172	
1	52.421875	149.375000	58172	
1	52.046875	149.500000	58172	
1	51.882812	149.625000	58172	
1	51.894531	149.750000	58172	
1	52.074219	149.875000	58172	
1	52.105469	150.000000	58172	
1	51.738281	150.125000	58172	
1	51.699219	150.250000	58172	
1	51.898438	150.375000	58172	
1	51.457031	150.500000	58172	
1	51.191406	150.625000	58172	
1	51.191406	150.750000	58172	
1	50.886719	150.875000	58172	
1	50.773438	151.000000	58172	
1	50.804688	151.125000	58172	
1	50.976562	151.250000	58172	
1	51.132812	151.375000	58172	
1	51.289062	151.500000	58172	
1	50.964844	151.625000	58172	
1	50.828125	151.750000	58172	
1	50.847656	151.875000	58172	
1	50.941406	152.000000	58172	
1	50.925781	152.125000	58172	
1	51.035156	152.250000	58172	
1	50.988281	152.375000	58172	
1	50.898438	152.500000	58172	
1	50.996094	152.625000	58172	
1	51.292969	152.750000	58172	
1	51.503906	152.875000	58172	
1	51.347656	153.000000	58172	
1	51.492188	153.125000	58172	
1	52.101562	153.250000	58172	
1	52.242188	153.375000	58172	
1	52.171875	153.500000	58172	
1	52.265625	153.625000	58172	
1	52.246094	153.750000	58172	
1	52.183594	153.875000	58172	
1	52.257812	154.000000	58172	
1	52.425781	154.125000	58172	
1	52.761719	154.250000	58172	
1	53.613281	154.375000	58172	
1	54.515625	154.500000	58172	
1	54.234375	154.625000	58172	
1	52.511719	154.750000	58172	
1	51.871094	154.875000	58172	
1	51.710938	155.000000	58172	
1	51.726562	155.125000	58172	
1	51.777344	155.250000	58172	
1	52.136719	155.375000	58172	
1	52.105469	155.500000	58172	
1	52.105469	155.625000	58172	
1	0.000000	155.750000	58172	
1	51.078125	155.875000	58172	
1	50.714844	156.000000	58172	
1	50.781250	156.125000	58172	
1	50.011719	156.250000	58172	
1	50.011719	156.375000	58172	
1	49.972656	156.500000	58172	
1	49.929688	156.625000	58172	
1	49.902344	156.750000	58172	
1	50.046875	156.875000	58172	
1	50.312500	157.000000	58172	
1	50.433594	157.125000	58172	
1	50.484375	157.250000	58172	
1	50.566406	157.375000	58172	
1	50.085938	157.500000	58172	
1	50.105469	157.625000	58172	
1	50.257812	157.750000	58172	
1	50.328125	157.875000	58172	
1	49.800781	158.000000	58172	
1	49.851562	158.125000	58172	
1	50.007812	158.250000	58172	
1	49.835938	158.375000	58172	
1	50.164062	158.500000	58172	
1	50.152344	158.625000	58172	
1	50.097656	158.750000	58172	
1	50.078125	158.875000	58172	
1	50.195312	159.000000	58172	
1	50.011719	159.125000	58172	
1	49.753906	159.250000	58172	
1	49.804688	159.375000	58172	
1	49.992188	159.500000	58172	
1	51.125000	159.625000	58172	
1	51.183594	159.750000	58172	
1	51.082031	159.875000	58172	
1	50.957031	160.000000	58172	
1	50.820312	160.125000	58172	
1	50.722656	160.250000	58172	
1	50.621094	160.375000	58172	
1	50.761719	160.500000	58172	
1	51.589844	160.625000	58172	
1	52.480469	160.750000	58172	
1	52.773438	160.875000	58172	
1	53.234375	161.000000	58172	
1	53.765625	161.125000	58172	
1	53.800781	161.250000	58172	
1	53.898438	161.375000	58172	
1	54.367188	161.500000	58172	
1	54.410156	161.625000	58172	
1	54.433594	161.750000	58172	
1	54.429688	161.875000	58172	
1	54.417969	162.000000	58172	
1	54.402344	162.125000	58172	
1	54.417969	162.250000	58172	
1	54.433594	162.375000	58172	
1	54.429688	162.500000	58172	
1	54.421875	162.625000	58172	
1	54.414062	162.750000	58172	
1	54.382812	162.875000	58172	
1	54.343750	163.000000	58172	
1	54.292969	163.125000	58172	
1	54.253906	163.250000	58172	
1	54.253906	163.375000	58172	
1	54.234375	163.500000	58172	
1	54.218750	163.625000	58172	
1	54.210938	163.750000	58172	
1	54.191406	163.875000	58172	
1	54.148438	164.000000	58172	
1	54.117188	164.125000	58172	
1	54.117188	164.250000	58172	
1	54.078125	164.375000	58172	
1	54.074219	164.500000	58172	
1	54.062500	164.625000	58172	
1	53.996094	164.750000	58172	
1	53.972656	164.875000	58172	
1	53.960938	165.000000	58172	
1	53.953125	165.125000	58172	
1	53.937500	165.250000	58172	
1	53.902344	165.375000	58172	
1	53.867188	165.500000	58172	
1	53.835938	165.625000	58172	
1	53.804688	165.750000	58172	
1	53.812500	165.875000	58172	
1	53.773438	166.000000	58172	
1	53.777344	166.125000	58172	
1	53.738281	166.250000	58172	
1	53.726562	166.375000	58172	
1	53.742188	166.500000	58172	
1	53.703125	166.625000	58172	
1	53.667969	166.750000	58172	
1	53.648438	166.875000	58172	
1	53.628906	167.000000	58172	
1	53.617188	167.125000	58172	
1	53.582031	167.250000	58172	
1	53.582031	167.375000	58172	
1	53.546875	167.500000	58172	
1	53.535156	167.625000	58172	
1	53.523438	167.750000	58172	
1	53.480469	167.875000	58172	
1	53.449219	168.000000	58172	
1	53.441406	168.125000	58172	
1	53.441406	168.250000	58172	
1	53.437500	168.375000	58172	
1	53.417969	168.500000	58172	
1	53.390625	168.625000	58172	
1	53.394531	168.750000	58172	
1	53.355469	168.875000	58172	
1	53.343750	169.000000	58172	
1	53.351562	169.125000	58172	
1	52.484375	169.250000	58172	
1	52.398438	169.375000	58172	
1	53.312500	169.500000	58172	
1	53.308594	169.625000	58172	
1	53.246094	169.750000	58172	
1	53.261719	169.875000	58172	
1	53.234375	170.000000	58172	
1	53.218750	170.125000	58172	
1	53.167969	170.250000	58172	
1	53.183594	170.375000	58172	
1	53.156250	170.500000	58172	
1	53.164062	170.625000	58172	
1	53.156250	170.750000	58172	
